market_constraint,match_source,candidate_constraint,accepted_match,confidence,final_score,model_probability,rule_score,rule_score_v1,rule_score_v2,facility_score,contingency_score,voltage_match,voltage_near_match,token_overlap,zone_overlap,interface_keyword_match,embedding_similarity,best_score,second_best_score,score_margin,ambiguity_flag,low_score_flag,close_margin_flag
JACK ME 230 KV JACK ME-TMI 1051,dayzer,JACK ME_230 KV_JAC-TMI:ACTUAL,True,medium,0.789316,,0.789316,0.630808,0.789316,0.888889,0.0,1.0,1.0,0.615385,0.363636,0.0,,0.789316,0.789316,0.0,True,False,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,pano,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),True,high,0.85152,,0.85152,0.825175,0.85152,0.727273,1.0,1.0,1.0,0.869565,0.615385,0.0,,0.85152,0.656613,0.19490700000000005,False,False,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,dayzer,ALLDAM6_138 KV_ALL-KIT:ACTUAL,True,low,0.5775,,0.5775,0.468182,0.5775,0.6,0.0,1.0,1.0,0.375,0.181818,0.0,,0.5775,0.5775,0.0,True,True,True
MUSKING2 138 KV MUSKING2-NMUSKING,pano,MUSKING2 138KV - NMUSKING 138KV (MUSKING2 138 KV MUS-NMU1),True,low,0.576667,,0.576667,0.616667,0.576667,0.8,0.0,1.0,1.0,0.666667,0.666667,0.0,,0.576667,0.438658,0.13800900000000005,True,True,False
MUSKING2 138 KV MUSKING2-NMUSKING,dayzer,MUSKING2_138 KV_MUS-NMU1:ACTUAL,True,low,0.663333,,0.663333,0.516667,0.663333,0.666667,0.0,1.0,1.0,0.8,0.333333,0.0,,0.663333,0.594545,0.06878799999999996,True,True,False
KEYSTONE_T5_2304TX-S_XF,pano,RIVERSIM 138KV - RIVERSIM 69KV (RIVERSIM 138 KV T5_XF),False,low,0.196667,,0.196667,0.2,0.196667,0.4,0.0,0.0,0.0,0.333333,0.0,0.0,,0.196667,0.196667,0.0,True,True,True
KEYSTONE_T5_2304TX-S_XF,dayzer,RIVERSIM_138 KV_T5_XF:ACTUAL,False,low,0.348889,,0.348889,0.322222,0.348889,0.444444,0.0,0.0,0.0,0.6,1.0,0.0,,0.348889,0.348889,0.0,True,True,True
SALTVILL138 KV  SAL-TAZ1,pano,SALTVILL 138KV - TAZEWELL 138KV (SALTVILL 138 KV SAL-TAZ1),True,medium,0.736111,,0.736111,0.694444,0.736111,0.5,1.0,1.0,1.0,0.777778,0.444444,0.0,,0.736111,0.736111,0.0,True,True,True
SALTVILL138 KV  SAL-TAZ1,dayzer,SALTVILL_138 KV_SAL-TAZ1:L765.Culloden-Wyoming,False,low,0.481746,,0.481746,0.372222,0.481746,0.444444,0.0,1.0,1.0,0.428571,0.0,0.0,,0.481746,0.461364,0.02038200000000001,True,True,True
179 BLOO345 KV  TR84CT-P,pano,179 BLOO 345KV - 179 BLOO 1KV (179 BLOO 345 KV TR84CT-P),True,medium,0.730714,,0.730714,0.69,0.730714,0.5,1.0,1.0,1.0,0.714286,0.4,0.0,,0.730714,0.6,0.130714,True,True,False
179 BLOO345 KV  TR84CT-P,dayzer,171 WEMP_345 KV_TR84CT-P:ACTUAL,True,low,0.561429,,0.561429,0.435714,0.561429,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.561429,0.0,True,True,True
BLOOMSBU69 KV   BLO-COL2,pano,BLOOMSBU69 KV   BLO-COL2,True,high,0.978571,,0.978571,0.957143,0.978571,1.0,1.0,1.0,1.0,1.0,0.571429,0.0,,0.978571,0.931868,0.04670299999999994,True,False,True
BLOOMSBU69 KV   BLO-COL2,dayzer,BLOOMFLD_69 KV_BLO-EAS:L69.Easton-EastonTap-Muni-Longwood-WyeMills.6707,False,low,0.270833,,0.270833,0.233333,0.270833,0.166667,0.0,1.0,1.0,0.125,0.0,0.0,,0.270833,0.194444,0.07638899999999998,True,True,False
TODD    69 KV   TOD-VIEN,pano,VIENNA 69KV - TODD 69KV (TODD 69 KV TOD-VIEN),True,high,0.859167,,0.859167,0.828333,0.859167,0.75,1.0,1.0,1.0,0.9,0.533333,0.0,,0.859167,0.735,0.12416700000000003,False,False,False
TODD    69 KV   TOD-VIEN,dayzer,TODD_69 KV_TOD-VNL:L138.Steele-Easton.13712,False,low,0.478889,,0.478889,0.372222,0.478889,0.444444,0.0,1.0,1.0,0.4,0.0,0.0,,0.478889,0.455556,0.023332999999999993,True,True,True
SEWARD 230 KV 9 TX,pano,SEWARD  230 KV  9 TX,True,low,0.671429,,0.671429,0.735714,0.671429,1.0,0.0,1.0,1.0,0.571429,0.857143,0.0,,0.671429,0.671429,0.0,True,True,True
SEWARD 230 KV 9 TX,dayzer,SEWARD_230 KV_9 TX:ACTUAL,True,medium,0.77,,0.77,0.616667,0.77,0.8,0.0,1.0,1.0,1.0,0.666667,0.0,,0.77,0.640476,0.12952399999999997,False,False,False
TAZEWELL 138/345KV TR2 L/O MAPLERIDGE - TAZEWELL 345KV,pano,TAZEWEL2 138KV - TAZEWEL2 345KV (TAZEWEL2 345 KV TR2),True,low,0.538462,,0.538462,0.472222,0.538462,0.444444,1.0,0.0,0.0,0.769231,0.0,0.0,,0.538462,0.492208,0.04625400000000002,True,True,True
TAZEWELL 138/345KV TR2 L/O MAPLERIDGE - TAZEWELL 345KV,dayzer,TAZEWELL 138/345KV L/O MAPLERIDGE-TAZEWELL 345KV:MAPLE RIDGE - TAZEWELL 345 KV,True,low,0.689394,,0.689394,0.570779,0.689394,0.727273,0.0,1.0,1.0,0.666667,0.571429,0.0,,0.689394,0.612727,0.07666699999999993,True,True,False
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,pano,NOTTINGHM 2-3 SER DEV       A  230 KV,True,high,0.872024,,0.872024,0.858333,0.872024,0.75,1.0,1.0,1.0,0.857143,0.833333,0.0,,0.872024,0.759578,0.11244600000000005,False,False,False
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,dayzer,NOTTINGHM 2-3 SER DEV A 230 KV:TEMP.DBL.500/230.CONASTONE.500-4 + Peach Bot - Conaston,False,low,0.463866,,0.463866,0.421429,0.463866,0.428571,0.0,1.0,1.0,0.352941,0.571429,0.0,,0.463866,0.361111,0.10275499999999999,True,True,False
BREMO4_230KV2193A_1_LN,pano,FRKUNION 230KV - BREMO4 230KV (BREMO4 230 KV 2193A),False,low,0.459341,,0.459341,0.392857,0.459341,0.285714,1.0,0.0,0.0,0.615385,0.0,0.0,,0.459341,0.459341,0.0,True,True,True
BREMO4_230KV2193A_1_LN,dayzer,LORE 6_161 KV_LN 4361:345L17102,False,low,0.238889,,0.238889,0.166667,0.238889,0.333333,0.0,0.0,0.0,0.222222,0.0,0.0,,0.238889,0.238889,0.0,True,True,True
LAUSCHTO230 KV  LAU-SAK4,pano,LAUSCHTO 230KV - SAKRON 230KV (LAUSCHTO 230 KV LAU-SAK4),True,medium,0.732937,,0.732937,0.694444,0.732937,0.5,1.0,1.0,1.0,0.714286,0.444444,0.0,,0.732937,0.613294,0.11964299999999994,True,True,False
LAUSCHTO230 KV  LAU-SAK4,dayzer,LAUSCHTO_230 KV_LAU-SAK4:500/230.Conastone.500-4,True,low,0.581429,,0.581429,0.435714,0.581429,0.571429,0.0,1.0,1.0,0.6,0.0,0.0,,0.581429,0.522222,0.05920700000000001,True,True,False
FOURRIVR 230 KV FOURRIVR-HANOVER4 2032B,pano,FOURRIVR 230KV - HANOVER4 230KV (FOURRIVR 230 KV 2032B),True,high,0.8575,,0.8575,0.825,0.8575,0.75,1.0,1.0,1.0,0.9,0.5,0.0,,0.8575,0.744048,0.113452,False,False,False
FOURRIVR 230 KV FOURRIVR-HANOVER4 2032B,dayzer,FOURRIVR_230 KV_2032B:500/230.Ladysmith.T1,True,low,0.532143,,0.532143,0.4,0.532143,0.5,0.0,1.0,1.0,0.571429,0.0,0.0,,0.532143,0.478889,0.053254000000000024,True,True,False
BENTONHA 345 KV BENTONHA . 1 XFORMER,pano,BENTONHA .  1     XFORMER   L  138 KV,False,low,0.425079,,0.425079,0.485714,0.425079,0.8,0.0,0.0,0.0,0.444444,0.857143,0.0,,0.425079,0.408333,0.016745999999999983,True,True,True
BENTONHA 345 KV BENTONHA . 1 XFORMER,dayzer,BENTONHA_345 KV_. 1:ACTUAL,False,low,0.476667,,0.476667,0.39,0.476667,0.4,0.0,1.0,1.0,0.666667,0.4,0.0,,0.476667,0.385714,0.090953,True,True,False
GARDNERS 115 KV GARDNERS-MOUN ME 974,pano,GARDNERS 115KV - MOUN ME 115KV (GARDNERS 115 KV GAR-MOU),True,low,0.600714,,0.600714,0.646667,0.600714,0.833333,0.0,1.0,1.0,0.714286,0.8,0.0,,0.600714,0.599107,0.001607000000000025,True,True,True
GARDNERS 115 KV GARDNERS-MOUN ME 974,dayzer,MOUN ME_115 KV_MOU-PPG:Mountain-Gardners (974) 115 kV line,True,low,0.644872,,0.644872,0.503333,0.644872,0.666667,0.0,1.0,1.0,0.615385,0.2,0.0,,0.644872,0.612727,0.03214499999999998,True,True,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,pano,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),True,medium,0.849218,,0.849218,0.825175,0.849218,0.727273,1.0,1.0,1.0,0.823529,0.615385,0.0,,0.849218,0.759048,0.09017000000000008,False,False,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,dayzer,ALLDAM6_138 KV_ALL-KIT:ACTUAL,True,low,0.586154,,0.586154,0.468182,0.586154,0.6,0.0,1.0,1.0,0.461538,0.181818,0.0,,0.586154,0.586154,0.0,True,True,True
EASTON_T1_138AT-1_XF,pano,EASTON 138KV - EASTON 69KV (EASTON 138 KV AT-1),False,low,0.4375,,0.4375,0.375,0.4375,0.25,1.0,0.0,0.0,0.5,0.0,0.0,,0.4375,0.375,0.0625,True,True,False
EASTON_T1_138AT-1_XF,dayzer,SCADIZ_138 KV_T1_XF:ACTUAL,False,low,0.365,,0.365,0.25,0.365,0.5,0.0,0.0,0.0,0.4,0.0,0.0,,0.365,0.325253,0.03974699999999998,True,True,True
02RDGVL 138 KV  02R-STRY,pano,02RDGVL 138KV - STRYKER 138KV (02RDGVL 138 KV 02R-STRY),True,high,0.855357,,0.855357,0.825,0.855357,0.75,1.0,1.0,1.0,0.857143,0.5,0.0,,0.855357,0.534722,0.320635,False,False,False
02RDGVL 138 KV  02R-STRY,dayzer,02RDGVL_138 KV_02R-STRY:ACTUAL,True,medium,0.767143,,0.767143,0.607143,0.767143,0.857143,0.0,1.0,1.0,0.6,0.285714,0.0,,0.767143,0.683333,0.08381000000000005,False,False,False
KLINE   138 KV  KLI-TWI1,pano,TWINBRAN 138KV - KLINE 138KV (KLINE 138 KV KLI-TWI1),True,low,0.5475,,0.5475,0.585,0.5475,0.75,0.0,1.0,1.0,0.6,0.6,0.0,,0.5475,0.545833,0.001666999999999974,True,True,True
KLINE   138 KV  KLI-TWI1,dayzer,KLINE_138 KV_KLI-TWI1:ACTUAL,True,medium,0.807143,,0.807143,0.611905,0.807143,0.857143,0.0,1.0,1.0,1.0,0.333333,0.0,,0.807143,0.643333,0.16381,False,False,False
IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,pano,IDYLWOO4 230KV - CLARK4 230KV (IDYLWOO4 230 KV 202A),True,high,0.901868,,0.901868,0.868571,0.901868,0.857143,1.0,1.0,1.0,0.923077,0.4,0.0,,0.901868,0.762857,0.139011,False,False,False
IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,dayzer,IDYLWOO4_230 KV_202A:L230.ParagonPark-Beaumeade.2206,True,low,0.565909,,0.565909,0.4,0.565909,0.5,0.0,1.0,1.0,0.909091,0.0,0.0,,0.565909,0.529545,0.03636399999999995,True,True,True
COLLIER 345 KV COLLIER T1 XFORMER,pano,COLLIER 345KV - COLLIER 138KV (COLLIER 345 KV T1),True,medium,0.780476,,0.780476,0.765714,0.780476,0.571429,1.0,1.0,1.0,0.666667,0.8,0.0,,0.780476,0.771905,0.008570999999999995,True,False,True
COLLIER 345 KV COLLIER T1 XFORMER,dayzer,COLLIER_345 KV_T1:345/138.Collier.T2,True,low,0.669048,,0.669048,0.483333,0.669048,0.666667,0.0,1.0,1.0,0.857143,0.0,0.0,,0.669048,0.669048,0.0,True,True,True
MAHANSLA 138 KV MAHANS LANE-TIDD,pano,MAHANS LANE-TIDD            B  138 KV,True,medium,0.813745,,0.813745,0.817965,0.813745,0.857143,0.666667,1.0,1.0,0.833333,0.727273,0.0,,0.813745,0.705411,0.10833400000000004,False,False,False
MAHANSLA 138 KV MAHANS LANE-TIDD,dayzer,MAHANSLA_138 KV_MAH-TID:L345.Tidd-Collier,False,low,0.46,,0.46,0.35,0.46,0.4,0.0,1.0,1.0,0.5,0.0,0.0,,0.46,0.443333,0.016667000000000043,True,True,True
VIENNA 230 KV VIENNA AT20 TRANSFORMER,pano,VIENNA 230KV - VIENNA 138KV (VIENNA 230 KV AT20),True,medium,0.77381,,0.77381,0.752381,0.77381,0.571429,1.0,1.0,1.0,0.666667,0.666667,0.0,,0.77381,0.744762,0.029047999999999963,True,False,True
VIENNA 230 KV VIENNA AT20 TRANSFORMER,dayzer,VIENNA_230 KV_AT20:230/138.PineyGrove.AT20,True,low,0.669048,,0.669048,0.483333,0.669048,0.666667,0.0,1.0,1.0,0.857143,0.0,0.0,,0.669048,0.640476,0.02857199999999993,True,True,True
MONROE-LALLENDORF 345 KV L/O LEMOYNE-MAJESTIC 345 KV,pano,MONROE 345KV - LALLENDO 345KV (LALLENDO 345 KV LAL-MON),True,low,0.586753,,0.586753,0.536364,0.586753,0.2,1.0,1.0,1.0,0.571429,0.363636,0.0,,0.586753,0.480519,0.106234,True,True,False
MONROE-LALLENDORF 345 KV L/O LEMOYNE-MAJESTIC 345 KV,dayzer,BAYSHOR2_345 KV_2:Monroe-Lallendorf 345 kV,True,low,0.519444,,0.519444,0.4,0.519444,0.5,0.0,1.0,1.0,0.444444,0.0,0.0,,0.519444,0.446364,0.07308000000000003,True,True,False
SIEGFRIE 230 KV SIEGFRIE 5 XFORMER,pano,SIEGFRIE 230KV - SIEGFRIE 138KV (SIEGFRIE 230 KV 4),True,low,0.658333,,0.658333,0.633333,0.658333,0.333333,1.0,1.0,1.0,0.5,0.666667,0.0,,0.658333,0.658333,0.0,True,True,True
SIEGFRIE 230 KV SIEGFRIE 5 XFORMER,dayzer,SIEGFRIE_230 KV_5:230/138.Siegfried.4,False,low,0.476667,,0.476667,0.35,0.476667,0.4,0.0,1.0,1.0,0.666667,0.0,0.0,,0.476667,0.443333,0.03333400000000003,True,True,True
08WLDER1138 KV  08W-PIE1,pano,BECKJORD 138KV - 08WLDER1 138KV (08WLDER1 138 KV 08W-PIE1),True,low,0.577381,,0.577381,0.533333,0.577381,0.5,1.0,0.0,0.0,0.714286,0.333333,0.0,,0.577381,0.491667,0.08571400000000001,True,True,False
08WLDER1138 KV  08W-PIE1,dayzer,08WLDER1_138 KV_08W-PIE1:ACTUAL,False,low,0.411429,,0.411429,0.285714,0.411429,0.571429,0.0,0.0,0.0,0.4,0.0,0.0,,0.411429,0.372222,0.03920699999999999,True,True,True
UTICAJCT 115 KV UTICAJCT-WAYNE WAE 1010,pano,WAYNE 115KV - UTICAJCT 115KV (UTICAJCT 115 KV UTI-WAY),True,low,0.544306,,0.544306,0.590559,0.544306,0.727273,0.0,1.0,1.0,0.571429,0.769231,0.0,,0.544306,0.543756,0.0005499999999999394,True,True,True
UTICAJCT 115 KV UTICAJCT-WAYNE WAE 1010,dayzer,UTICAJCT_115 KV_UTI-WAY:L345.ErieWest-Wayne.3004,True,low,0.644872,,0.644872,0.505556,0.644872,0.666667,0.0,1.0,1.0,0.615385,0.222222,0.0,,0.644872,0.612727,0.03214499999999998,True,True,True
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE,pano,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1),True,high,0.851783,,0.851783,0.830303,0.851783,0.727273,1.0,1.0,1.0,0.823529,0.666667,0.0,,0.851783,0.7459,0.10588299999999995,False,False,False
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE,dayzer,LOCKWOOD_138 KV_LOC-RIC1:ACTUAL,True,low,0.586154,,0.586154,0.45,0.586154,0.6,0.0,1.0,1.0,0.461538,0.0,0.0,,0.586154,0.555,0.031153999999999904,True,True,True
POSSUMP4 200192       CB       230 KV,pano,POSSUMP4 200192       CB        230 KV,True,high,0.983333,,0.983333,0.966667,0.983333,1.0,1.0,1.0,1.0,1.0,0.666667,0.0,,0.983333,0.983333,0.0,True,False,True
POSSUMP4 200192       CB       230 KV,dayzer,POSSUMP4_230 KV_TGT5:ACTUAL,False,low,0.435,,0.435,0.35,0.435,0.4,0.0,1.0,1.0,0.25,0.0,0.0,,0.435,0.415714,0.019286000000000025,True,True,True
ETOWANDA-HILLSIDE 2002 TIE  A   230 KV,pano,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),True,medium,0.733929,,0.733929,0.692857,0.733929,0.5,1.0,1.0,1.0,0.75,0.428571,0.0,,0.733929,0.669762,0.06416700000000009,True,True,False
ETOWANDA-HILLSIDE 2002 TIE  A   230 KV,dayzer,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],True,low,0.525,,0.525,0.418182,0.525,0.5,0.0,1.0,1.0,0.5,0.181818,0.0,,0.525,0.525,0.0,True,True,True
155 NELS 345 KV 155 NELSON 45TR82 CT,pano,155 NELS 345KV - 155 NELS 1KV (155 NELS 345 KV TR82CT-P),True,medium,0.738866,,0.738866,0.707143,0.738866,0.5,1.0,1.0,1.0,0.705882,0.571429,0.0,,0.738866,0.639345,0.09952099999999997,True,True,False
155 NELS 345 KV 155 NELSON 45TR82 CT,dayzer,155 NELS_345 KV_TR82CT-P:Cordova-Nelson (15503) 345 Line,True,low,0.654762,,0.654762,0.483333,0.654762,0.666667,0.0,1.0,1.0,0.714286,0.0,0.0,,0.654762,0.640476,0.01428599999999991,True,True,True
WEBSTER2138 KV  BUF-WEB1,pano,BUFFINGT 138KV - WEBSTER2 138KV (WEBSTER2 138 KV BUF-WEB1),True,low,0.585714,,0.585714,0.55,0.585714,0.5,1.0,0.0,0.0,0.714286,0.5,0.0,,0.585714,0.478571,0.10714299999999993,True,True,False
WEBSTER2138 KV  BUF-WEB1,dayzer,WEBSTER2_138 KV_BUF-WEB1:L345.Pierce-Foster,False,low,0.372222,,0.372222,0.222222,0.372222,0.444444,0.0,0.0,0.0,0.833333,0.0,0.0,,0.372222,0.355556,0.016666000000000014,True,True,True
KILMER 230 KV KILMER-SAYREVIL LN1-SC1,pano,SAYREVIL 230KV - KILMER 230KV (KILMER 230 KV KIL-SAYI),True,high,0.85784,,0.85784,0.840559,0.85784,0.727273,1.0,1.0,1.0,0.842105,0.769231,0.0,,0.85784,0.668292,0.18954800000000005,False,False,False
KILMER 230 KV KILMER-SAYREVIL LN1-SC1,dayzer,KILMER_230 KV_KIL-SAYI:ACTUAL,True,low,0.582857,,0.582857,0.47,0.582857,0.6,0.0,1.0,1.0,0.428571,0.2,0.0,,0.582857,0.544545,0.03831200000000001,True,True,True
LINE 230 KV CEDARSUB-CEDARGRO CED-CEDY,pano,CEDARSUB 230KV - CEDARGRO 230KV (CEDARSUB 230 KV CED-CEDY),True,high,0.889464,,0.889464,0.871429,0.889464,0.8,1.0,1.0,1.0,0.875,0.714286,0.0,,0.889464,0.786071,0.10339300000000007,False,False,False
LINE 230 KV CEDARSUB-CEDARGRO CED-CEDY,dayzer,CEDARSUB_230 KV_CED-CEDY:ACTUAL,True,low,0.633333,,0.633333,0.501515,0.633333,0.666667,0.0,1.0,1.0,0.5,0.181818,0.0,,0.633333,0.59026,0.04307300000000003,True,True,True
NELSON-VIENNA 13707         A  138 KV,pano,VIENNA 138KV - NELSON 138KV (NELSON 138 KV NEL-VIE),True,medium,0.772877,,0.772877,0.74026,0.772877,0.571429,1.0,1.0,1.0,0.769231,0.545455,0.0,,0.772877,0.708333,0.06454400000000005,False,False,False
NELSON-VIENNA 13707         A  138 KV,dayzer,NELSON_138 KV_AT1:L138.Loretto-Vienna.13780,True,low,0.561429,,0.561429,0.435714,0.561429,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.511364,0.050064999999999915,True,True,False
BAIR 115 KV BAIR-JACK ME 969-2,pano,JACK ME 115KV - BAIR 115KV (BAIR 115 KV BAI-JAC),True,high,0.946459,,0.946459,0.934545,0.946459,0.909091,1.0,1.0,1.0,0.947368,0.8,0.0,,0.946459,0.734385,0.2120740000000001,False,False,False
BAIR 115 KV BAIR-JACK ME 969-2,dayzer,BAIR_115 KV_BAI-JAC:ACTUAL,True,low,0.629487,,0.629487,0.501515,0.629487,0.666667,0.0,1.0,1.0,0.461538,0.181818,0.0,,0.629487,0.597143,0.03234400000000004,True,True,True
GARDNERS_115KVGAR-TEX_1_LN,pano,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),True,low,0.538095,,0.538095,0.472222,0.538095,0.444444,1.0,0.0,0.0,0.761905,0.0,0.0,,0.538095,0.538095,0.0,True,True,True
GARDNERS_115KVGAR-TEX_1_LN,dayzer,GARDNERS_115 KV_GAR-TEX:ACTUAL,False,low,0.353571,,0.353571,0.25,0.353571,0.5,0.0,0.0,0.0,0.285714,0.0,0.0,,0.353571,0.328889,0.024682000000000037,True,True,True
BENTMOUN138 KV  BEN-CLE1,pano,BENTMOUN 138KV - CLEARBRO 138KV (BENTMOUN 138 KV BEN-CLE1),True,medium,0.732937,,0.732937,0.694444,0.732937,0.5,1.0,1.0,1.0,0.714286,0.444444,0.0,,0.732937,0.540299,0.19263799999999998,True,True,False
BENTMOUN138 KV  BEN-CLE1,dayzer,BENTMOUN_138 KV_BEN-CLE1:ACTUAL,True,low,0.561429,,0.561429,0.435714,0.561429,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.529545,0.03188399999999991,True,True,True
YUKON TRAN 4 XFORMER H 500 KV,pano,YUKON    TRAN  4  XFORMER   H  500 KV,True,high,0.994444,,0.994444,0.988889,0.994444,1.0,1.0,1.0,1.0,1.0,0.888889,0.0,,0.994444,0.912302,0.08214200000000005,False,False,False
YUKON TRAN 4 XFORMER H 500 KV,dayzer,YUKON_500 KV_TRAN 6:500/138.Yukon.TR5,True,low,0.565873,,0.565873,0.435714,0.565873,0.571429,0.0,1.0,1.0,0.444444,0.0,0.0,,0.565873,0.565873,0.0,True,True,True
COOP_EK 161 KV  COO-ELIH,pano,ELIHU 161KV - COOP_EK 161KV (COOP_EK 161 KV COO-ELIH),True,low,0.573333,,0.573333,0.61,0.573333,0.8,0.0,1.0,1.0,0.666667,0.6,0.0,,0.573333,0.57,0.0033330000000000304,True,True,True
COOP_EK 161 KV  COO-ELIH,dayzer,COOP_EK_161 KV_COO-ELIH:ACTUAL,True,medium,0.827778,,0.827778,0.651587,0.827778,0.888889,0.0,1.0,1.0,1.0,0.571429,0.0,,0.827778,0.663333,0.16444500000000006,False,False,False
YUKON TRAN 4 XFORMER H 500 KV,pano,YUKON    TRAN  4  XFORMER   H  500 KV,True,high,0.99,,0.99,0.98,0.99,1.0,1.0,1.0,1.0,1.0,0.8,0.0,,0.99,0.886154,0.103846,False,False,False
YUKON TRAN 4 XFORMER H 500 KV,dayzer,YUKON_500 KV_TRAN 6:500/138.Yukon.TR5,True,low,0.561429,,0.561429,0.435714,0.561429,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.561429,0.0,True,True,True
REDLION 230 KV  RED-SIL1,pano,REDLION 230KV - SILVERUN 230KV (REDLION 230 KV RED-SIL1),True,high,0.8625,,0.8625,0.841667,0.8625,0.75,1.0,1.0,1.0,0.833333,0.666667,0.0,,0.8625,0.741667,0.12083300000000008,False,False,False
REDLION 230 KV  RED-SIL1,dayzer,REDLION_230 KV_RED-SIL1:L230.RedLion-SilverRun.2,True,medium,0.7375,,0.7375,0.525,0.7375,0.75,0.0,1.0,1.0,1.0,0.0,0.0,,0.7375,0.511616,0.22588400000000008,True,True,False
EMILIE 230 KV EMILIE EMIL7TR XFORMER,pano,EMILIE  230 KV  EMIL7TR,True,medium,0.835714,,0.835714,0.821429,0.835714,0.8,0.857143,1.0,1.0,0.8,0.571429,0.0,,0.835714,0.774176,0.06153799999999998,False,False,False
EMILIE 230 KV EMILIE EMIL7TR XFORMER,dayzer,EMILIE_230 KV_EMIL7TR:ACTUAL,True,low,0.627778,,0.627778,0.483333,0.627778,0.666667,0.0,1.0,1.0,0.444444,0.0,0.0,,0.627778,0.565909,0.06186899999999995,True,True,False
BUTLER  69 KV   BUT-VIN,pano,BUTLER 69KV - VINELAND 69KV (BUTLER 69 KV BUT-VIN),True,high,0.875321,,0.875321,0.858333,0.875321,0.75,1.0,1.0,1.0,0.923077,0.833333,0.0,,0.875321,0.767628,0.10769300000000004,False,False,False
BUTLER  69 KV   BUT-VIN,dayzer,BUTLER_69 KV_BUT-VIN:ACTUAL,True,medium,0.767143,,0.767143,0.600794,0.767143,0.857143,0.0,1.0,1.0,0.6,0.222222,0.0,,0.767143,0.683333,0.08381000000000005,False,False,False
ENTRPRIS230 KV  2186A,pano,SHELHORN 230KV - ENTRPRIS 230KV (ENTRPRIS 230 KV 2186A),True,low,0.65,,0.65,0.591667,0.65,0.333333,1.0,1.0,1.0,0.75,0.25,0.0,,0.65,0.502381,0.14761900000000006,True,True,False
ENTRPRIS230 KV  2186A,dayzer,ENTRPRIS_230 KV_2186A:ACTUAL,False,low,0.43,,0.43,0.35,0.43,0.4,0.0,1.0,1.0,0.2,0.0,0.0,,0.43,0.380159,0.04984099999999997,True,True,True
VIENNA 138 KV VIENNA 8110 CB,pano,VIENNA 138KV - LORETTO 138KV (LORETTO 138 KV LOR-VIE),True,low,0.629341,,0.629341,0.582857,0.629341,0.285714,1.0,1.0,1.0,0.615385,0.4,0.0,,0.629341,0.600794,0.02854699999999999,True,True,True
VIENNA 138 KV VIENNA 8110 CB,dayzer,VIENNA_138 KV_13710:230/138.PineyGrove.AT20,False,low,0.435,,0.435,0.35,0.435,0.4,0.0,1.0,1.0,0.25,0.0,0.0,,0.435,0.435,0.0,True,True,True
ETOWANDA_230KVETO-HIL_1_LN,pano,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),True,low,0.533333,,0.533333,0.472222,0.533333,0.444444,1.0,0.0,0.0,0.666667,0.0,0.0,,0.533333,0.426667,0.10666599999999993,True,True,False
ETOWANDA_230KVETO-HIL_1_LN,dayzer,ETOWANDA_230 KV_ETO-HIL:ACTUAL,False,low,0.361364,,0.361364,0.25,0.361364,0.5,0.0,0.0,0.0,0.363636,0.0,0.0,,0.361364,0.338889,0.022475000000000023,True,True,True
ARSENAL 345 KV ARSENAL -BRUNOTIS ARS-BRU1,pano,BRUNOTIS 345KV - ARSENAL 345KV (ARSENAL 345 KV ARS-BRU1),True,low,0.623333,,0.623333,0.674444,0.623333,0.888889,0.0,1.0,1.0,0.666667,0.8,0.0,,0.623333,0.622727,0.0006059999999999954,True,True,True
ARSENAL 345 KV ARSENAL -BRUNOTIS ARS-BRU1,dayzer,ARSENAL_345 KV_ARS-BRU1:ACTUAL,True,medium,0.726389,,0.726389,0.553571,0.726389,0.75,0.0,1.0,1.0,0.888889,0.285714,0.0,,0.726389,0.643333,0.08305599999999991,True,True,False
