market_constraint,candidate_constraint,candidate_source,original_weighted_score,match_probability,refined_confidence_label,facility_score,contingency_score,voltage_match,zone_or_token_overlap,ambiguity_flag,manual_label
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,SHADEGAP_115 KV_SHA-THR:L230.Altoona-BearRock,dayzer,0.309829,0.29642528273232494,reject,0.222222,0.0,1.0,0.153846,True,
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,ROXBURY-SHADEGAP KR 1075    B  115 KV,pano,0.983333,0.7763176576841577,medium_high,1.0,1.0,1.0,1.0,True,
EWAYNESB 138 KV EWAYNESB-RINGGOLD RWA1,EWAYNESB_138 KV_EWA-RIN:L500.Bedington-BlackOak,dayzer,0.521154,0.4397196283814327,reject,0.5,0.0,1.0,0.461538,True,
EWAYNESB 138 KV EWAYNESB-RINGGOLD RWA1,EWAYNESB138 KV  EWA-RIN,pano,0.503846,0.11007520472688917,reject,0.666667,0.0,1.0,0.615385,True,
PETERS 138 KV PETERS-UNIONJCT UNNJ-PTR,PETERS_138 KV_PET-UNI:L345.Toronto-WylieRidge,dayzer,0.521154,0.4430047521361695,reject,0.5,0.0,1.0,0.461538,True,
PETERS 138 KV PETERS-UNIONJCT UNNJ-PTR,PETERS  138 KV  PET-UNI,pano,0.504327,0.1074980874217227,reject,0.666667,0.0,1.0,0.625,True,
BETHEL-RIVERTON RLU B 138 KV,BETHEL_138 KV_BET-RIVU:Mt. Storm-Greenland Gap 500 kV,dayzer,0.515,0.28973099328899754,reject,0.5,0.0,1.0,0.4,True,
BETHEL-RIVERTON RLU B 138 KV,BETHEL 138KV - RIVERTON 138KV (BETHEL 138 KV BET-RIVU),pano,0.889464,0.8142226411005632,medium_high,0.8,1.0,1.0,0.875,False,1.0
GAINESVL230 KV  TX3,GREENWCH_230 KV_TX3:L765.Cloverdale-JoshuaFalls,dayzer,0.352381,0.09386521144586402,reject,0.285714,0.0,1.0,0.166667,True,
GAINESVL230 KV  TX3,GAINESVL 230KV - GAINESVL 115KV (GAINESVL 230 KV TX3),pano,0.651786,0.9087958762729226,high,0.333333,1.0,1.0,0.75,True,
DEXTER  138 KV  DEX-ROSE,DEXTER_138 KV_DEX-ROSE:ACTUAL,dayzer,0.807143,0.9978541948549035,high,0.857143,0.0,1.0,1.0,False,
DEXTER  138 KV  DEX-ROSE,DEXTER  138 KV  DEX-MEI3,pano,0.505,0.2100233845046895,reject,0.666667,0.0,1.0,0.6,True,
BRISTERS 500 KV BRISTERS TX1 XFORMER,BRISTERS_500 KV_TX1:L500.Bristers-Ox.539,dayzer,0.529545,0.2536469864705929,reject,0.5,0.0,1.0,0.545455,True,
BRISTERS 500 KV BRISTERS TX1 XFORMER,LOUDOUN4 500KV - LOUDOUN4 230KV (LOUDOUN4 500 KV TX1),pano,0.607738,0.7132299728470822,uncertain,0.25,1.0,1.0,0.571429,True,
WEFOSTOR_138KVWES-WOOD_1_LN,PJM MONITOR_ROCKTVRN 345 RAMAPO 345 1_251832 l/o SIN:WOOD ST F30,dayzer,0.1125,0.27695551253122636,reject,0.153846,0.0,0.0,0.125,True,
WEFOSTOR_138KVWES-WOOD_1_LN,WOODVLTE 138KV - WEFOSTOR 138KV (WEFOSTOR 138 KV WES-WOOD),pano,0.533333,0.8661304558149582,medium_high,0.444444,1.0,0.0,0.666667,True,
DELCOCIN - KOKOMOPS 138 KV L/O LEESBURG - DEEDSVIL 345 KV,KOKOMOPS_230 KV_KOK-NEW1:ACTUAL,dayzer,0.162626,0.8104973157284246,medium_high,0.222222,0.0,0.0,0.181818,True,
DELCOCIN - KOKOMOPS 138 KV L/O LEESBURG - DEEDSVIL 345 KV,DELCOCIN 138KV - KOKOMOPS 138KV (DELCOCIN 138 KV DEL-KOK),pano,0.684762,0.9530919150087355,high,0.4,1.0,1.0,0.666667,True,
SEWARD 230 KV SEWARD 230 KV T11 XFORMER,SEWARD_230 KV_T11:L230.Johnstown-Seward.2018,dayzer,0.571429,0.611498948963394,uncertain,0.571429,0.0,1.0,0.5,True,
SEWARD 230 KV SEWARD 230 KV T11 XFORMER,SEWARD  230 KV  T11,pano,0.568333,0.16593779148967353,reject,0.8,0.0,1.0,0.666667,True,
BUCKSKIN69 KV   BUC-GRE1,LAKVEW_138 KV_LAK-GRE1:345/138.Hayes.TR1,dayzer,0.180682,0.40700530595790835,reject,0.25,0.0,0.0,0.181818,True,
BUCKSKIN69 KV   BUC-GRE1,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),pano,0.333929,0.9690157368911356,high,0.0,1.0,0.0,0.428571,True,
LABADIE-GRAYSUM 345 KV (GRA-LABA) L/O LABADIE-GRAYSUM 345 KV (30648308),GRAFTON_138 KV_GRA-PRU:ACTUAL,dayzer,0.161111,0.29161309493930626,reject,0.222222,0.0,0.0,0.166667,True,
LABADIE-GRAYSUM 345 KV (GRA-LABA) L/O LABADIE-GRAYSUM 345 KV (30648308),LABADIE3 345KV - GRAYSUM3 345KV (GRAYSUM3 345 KV GRA-LABA),pano,0.694773,0.8948756506705108,medium_high,0.4,1.0,1.0,0.75,True,
CLINCHRI 138 KV CLINCHRI-LEBANON,CLINCHRI_138 KV_CLI-LEB1:L765.Baker-Broadford,dayzer,0.554545,0.6527258358267523,uncertain,0.545455,0.0,1.0,0.5,True,
CLINCHRI 138 KV CLINCHRI-LEBANON,CLINCHRI138 KV  CLI-LEB1,pano,0.531151,0.14023775546709077,reject,0.75,0.0,1.0,0.444444,True,
BLOOMING230 KV  BLO-PAU,PAULSBRO_69 KV_PAU-VALT:500/230.Orchard.T1,dayzer,0.180682,0.8349362226913283,medium_high,0.25,0.0,0.0,0.181818,True,
BLOOMING230 KV  BLO-PAU,LACKAWAN 230KV - PAUPACK 230KV (LACKAWAN 230 KV LAC-PAU),pano,0.609253,0.852229968919193,medium_high,0.25,1.0,1.0,0.571429,True,
BLMNTDOM230 KV  BEL-COCH,BELPRE_138 KV_BEL-PAR:ACTUAL,dayzer,0.203896,0.30232388582983066,reject,0.285714,0.0,0.0,0.181818,True,
BLMNTDOM230 KV  BEL-COCH,ASHBURN-COCHRANM 227A       B  230 KV,pano,0.500769,0.4832113381643166,reject,0.0,1.0,1.0,0.615385,True,
DEERCREE138 KV  DEE-MIS,DEEPRN_115 KV_DEE-ENGB:Roseland-Whippany 230 line,dayzer,0.184722,0.7054300447336244,uncertain,0.25,0.0,0.0,0.222222,True,
DEERCREE138 KV  DEE-MIS,LINE    115 KV  DEE-ENGC,pano,0.199643,0.17902906390934384,reject,0.4,0.0,0.0,0.25,True,
BURNHAM-SHEFFIELD 345 L/O DUMONT-WILTON CENTER 765 KV,COOK_765 KV_4-P:L765.Dumont-Wilton Center.11215,dayzer,0.521154,0.3395403535469891,reject,0.5,0.0,1.0,0.461538,True,
BURNHAM-SHEFFIELD 345 L/O DUMONT-WILTON CENTER 765 KV,Michigan City-Trail Creek 138 kV l/o Wilton Center-Dumont 765 kV,pano,0.588393,0.780490166010542,medium_high,0.571429,1.0,0.0,0.625,True,
08LAPLJT138 KV  08L-SAN1,HIGHRIDG_230 KV_HIG-SAN1:500/230.Waugh Chapel.500-1,dayzer,0.180682,0.40700530595790835,reject,0.25,0.0,0.0,0.181818,True,
08LAPLJT138 KV  08L-SAN1,08LAPLJT138 KV  08L-SAN1,pano,0.753333,0.45400782890696506,reject,1.0,0.333333,1.0,0.666667,True,
PLEASNTV 203T274      CB    230 KV,PLEASNTV_230 KV_274D:L230.GooseCreek-Ashburn-Beaumeade.227,dayzer,0.311111,0.09271285328551149,reject,0.222222,0.0,1.0,0.166667,True,
PLEASNTV 203T274      CB    230 KV,EDWSFERY 230KV - PLEASNTV 230KV (EDWSFERY 230 KV 203A),pano,0.634341,0.39282630466077806,reject,0.285714,1.0,1.0,0.615385,True,
LINE 69 KV MONR AE-VINELAND 0711-1,MONR AE_69 KV_MON-VINE:L69.Sherman-Vineland.0761,dayzer,0.791667,0.5422557322983849,uncertain,0.833333,0.0,1.0,1.0,False,
LINE 69 KV MONR AE-VINELAND 0711-1,MONR AE 69KV - VINELAND 69KV (MONR AE 69 KV MON-VINE),pano,0.945758,0.9872633484559151,high,0.909091,1.0,1.0,0.933333,False,
MITTAL 2 - ROXANA 138 KV L/O MARKTOWN - CHICAGO 138 KV,PJM MONITOR_PANNELL 345 CLAY 345 1_25050 l/o PANNELL_-CLAY___,dayzer,0.15,0.2602419561765162,reject,0.2,0.0,0.0,0.2,True,
MITTAL 2 - ROXANA 138 KV L/O MARKTOWN - CHICAGO 138 KV,Mittal 2-Roxana 138 kV l/o Marktown-Chicago 138 kV,pano,0.95,0.9994240974575574,high,1.0,1.0,1.0,1.0,False,
FARMVILL230 KV  TX5,STURGIS_69 KV_STU-HOW1:138/69/34.Mottville.TX5,dayzer,0.202381,0.2692531996663548,reject,0.285714,0.0,0.0,0.166667,True,
FARMVILL230 KV  TX5,TRANSCO 115KV - SHERWOOD 115KV (SHERWOOD 115 KV 91C),pano,0.34375,0.8330711974008935,medium_high,0.0,1.0,0.0,0.625,True,
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512,COLONIAL_115 KV_COL-ROC2:L230.Northeast-RaphaelRoad.2337,dayzer,0.521154,0.3034175391680332,reject,0.5,0.0,1.0,0.461538,True,
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512,COLONIAL115 KV  COL-GLE1,pano,0.382051,0.0510623420119822,reject,0.444444,0.0,1.0,0.333333,True,
FREMNT  138 KV  FRE-WFR1,FREMNT_138 KV_FRE-WFR1:ACTUAL,dayzer,0.767143,0.6542314478212191,uncertain,0.857143,0.0,1.0,0.6,False,
FREMNT  138 KV  FRE-WFR1,WFREMONT 138KV - FREMNT 138KV (FREMNT 138 KV FRE-WFR1),pano,0.860357,0.8254115576397344,medium_high,0.75,1.0,1.0,0.857143,False,
WEFOSTOR-WOODVLTE WES-WOOD  A  138 KV,WEFOSTOR_138 KV_WES-WOOD:L138.FremontCenter-Fremont-WestFremont,dayzer,0.547403,0.2971369743870441,reject,0.545455,0.0,1.0,0.428571,True,
WEFOSTOR-WOODVLTE WES-WOOD  A  138 KV,WOODVLTE 138KV - WEFOSTOR 138KV (WEFOSTOR 138 KV WES-WOOD),pano,0.935128,0.9362926033450376,high,0.888889,1.0,1.0,0.933333,False,
COLLEGE CORNER-COLLINSVILLE 138 KV L/O RED BANK-TERMINAL 345 KV,PIERC_DK_345 KV_PIE-PIE2:L345.Red Bank-Terminal,dayzer,0.31,0.2221902627694734,reject,0.4,0.0,0.0,0.5,True,
COLLEGE CORNER-COLLINSVILLE 138 KV L/O RED BANK-TERMINAL 345 KV,Terminal 345/138 TR11 l/o Red Bank-Terminal 345+Terminal 345/138 TR12,pano,0.610256,0.7776525511755941,medium_high,0.615385,1.0,0.0,0.666667,True,
FACEROCK69 KV   FAC-MAN,MANS PN_115 KV_MAN-NIL:Actual,dayzer,0.179167,0.45123126652013934,reject,0.25,0.0,0.0,0.166667,True,
FACEROCK69 KV   FAC-MAN,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC),pano,0.343333,0.9565900379925207,high,0.0,1.0,0.0,0.533333,True,
CONCORD 138 KV  CON-COU,CONCORD_138 KV_CON-COU:ACTUAL,dayzer,0.77381,0.6555336430285988,uncertain,0.857143,0.0,1.0,0.666667,True,
CONCORD 138 KV  CON-COU,CONCORD 138KV - COUNTRYS 138KV (CONCORD 138 KV CON-COU),pano,0.86553,0.9934615205200679,high,0.75,1.0,1.0,0.833333,False,
ALLENIM 138 KV  ALL-LOG,ALLENIM_138 KV_ALL-LOG:ACTUAL,dayzer,0.807143,0.7159128801467655,uncertain,0.857143,0.0,1.0,1.0,False,
ALLENIM 138 KV  ALL-LOG,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG),pano,0.550833,0.09947063673947455,reject,0.75,0.0,1.0,0.666667,True,
BELLEFON T3 XFORMER         H  138 KV,BELLEFON_138 KV_T3:ACTUAL,dayzer,0.565873,0.2847137701421523,reject,0.571429,0.0,1.0,0.444444,True,
BELLEFON T3 XFORMER         H  138 KV,BELLEFON 138KV - BELLEFON 69KV (BELLEFON 138 KV T3),pano,0.741667,0.8836319774628699,medium_high,0.5,1.0,1.0,0.666667,True,
HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,dayzer,0.767143,0.7182103213141267,uncertain,0.857143,0.0,1.0,0.6,False,
HOWARD2 138 KV  HOW-MEL1,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),pano,0.855357,0.9723580950991452,high,0.75,1.0,1.0,0.857143,False,
135_ELMH_T1_138TR81CT-S_XF,AMOS_765 KV_6:AMOS 765-345KV XF #5,dayzer,0.184722,0.2587284583501417,reject,0.25,0.0,0.0,0.222222,True,
135_ELMH_T1_138TR81CT-S_XF,BURMA 138KV - BURMA 115KV (BURMA 138 KV T1),pano,0.107143,0.22690535778002477,reject,0.222222,0.0,0.0,0.142857,True,
BEAVER  138 KV  BEA-JOH1,BEAVER_138 KV_BEA-NAS1:345/138.Beaver.T2,dayzer,0.565873,0.8471909333576384,medium_high,0.571429,0.0,1.0,0.444444,True,
BEAVER  138 KV  BEA-JOH1,BEAVER  138 KV  BEA-BLA1,pano,0.8275,0.7241740128836263,uncertain,0.666667,1.0,1.0,0.8,True,
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT_115 KV_MID-YOR8:(NUKE) L230.TMI-MiddletownJunction.1092,dayzer,0.515,0.40812447890772974,reject,0.5,0.0,1.0,0.4,True,
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),pano,0.793864,0.8336495121802231,medium_high,0.6,1.0,1.0,0.75,False,
BEAUMEAD 274T2130     CB       230 KV,BEAUMEAD 274T2206 CB 230 KV:L230.EVERGREENMILLS-YARLEYRIDGE.2209,dayzer,0.505556,0.7698219901391753,medium_high,0.444444,0.0,1.0,0.8,True,
BEAUMEAD 274T2130     CB       230 KV,BEAUMEAD 274T2206 CB,pano,0.561905,0.507036944810144,uncertain,0.666667,0.666667,0.0,0.666667,True,
MEHOOPAN_115KVMEH-NME2_1_LN,MEHOOPAN_115 KV_MEH-NME1:L230.EastTowanda-Canyon-NMeshoppen + 230/115.NM.T4,dayzer,0.114286,0.5054587713814768,uncertain,0.153846,0.0,0.0,0.142857,True,
MEHOOPAN_115KVMEH-NME2_1_LN,SB 74  6 161KV - 58TAP 56 161KV (SB 74  6 161 KV LN  4652),pano,0.120192,0.22006883009135364,reject,0.25,0.0,0.0,0.153846,True,
BRUNSWIC230 KV  BRU-MEA,BRUNSWIC_230 KV_BRU-MEA:500/230.Roseland.TR2,dayzer,0.519444,0.5144676669443559,uncertain,0.5,0.0,1.0,0.444444,True,
BRUNSWIC230 KV  BRU-MEA,LINE    230 KV  BRU-YOR,pano,0.351978,0.0560097266348939,reject,0.4,0.0,1.0,0.285714,True,
HIGHLAOE345 KV  HIG-LOR1,HIGHRIDG_230 KV_HIG-SAN1:500/230.Waugh Chapel.500-1,dayzer,0.180682,0.9847406354034386,high,0.25,0.0,0.0,0.181818,True,
HIGHLAOE345 KV  HIG-LOR1,LORDSTWN 345KV - HIGHLAOE 345KV (HIGHLAOE 345 KV HIG-LOR1),pano,0.732937,0.9653885985028199,high,0.5,1.0,1.0,0.714286,True,
20 BRAID 345 KV 20 BRAID-66 E FRN 2001,66 E FRN_345 KV_6607:765/345.Wilton.TR94,dayzer,0.511364,0.25979666969730775,reject,0.5,0.0,1.0,0.363636,True,
20 BRAID 345 KV 20 BRAID-66 E FRN 2001,20 BRAID 345KV - 66 E FRN 345KV (20 BRAID 345 KV 2003),pano,0.86369,0.5653745971998452,uncertain,0.75,1.0,1.0,0.857143,True,
PIERCE-BECKJORD 138 KV L/O PIERCE-FOSTER 345 KV,BECKJORD_138 KV_PIE-BEC4:L345.Pierce-Foster,dayzer,0.612727,0.20916008020725785,reject,0.6,0.0,1.0,0.727273,True,
PIERCE-BECKJORD 138 KV L/O PIERCE-FOSTER 345 KV,PIERC_DK 138KV - BECKJORD 138KV (BECKJORD 138 KV PIE-BEC4),pano,0.593571,0.5600964577087033,uncertain,0.2,1.0,1.0,0.571429,True,
DILLSBUR 115 KV DILLSBUR-GARDNERS 973-2,DILLSBUR_115 KV_DIL-GAR:L115.MiddletownJct-Collins.975 (Sctnlz),dayzer,0.515,0.3436050015900507,reject,0.5,0.0,1.0,0.4,True,
DILLSBUR 115 KV DILLSBUR-GARDNERS 973-2,GARDNERS 115KV - DILLSBUR 115KV (DILLSBUR 115 KV DIL-GAR),pano,0.892212,0.9586066784066113,high,0.8,1.0,1.0,0.875,False,
12 DRESDEN 45TR81 CT H 345 KV,16 WAUKE_345 KV_TR81CT-P:138L1604 Waukegan-1604-Libertyville 138 kV Line,dayzer,0.378571,0.1229967437583337,reject,0.307692,0.0,1.0,0.285714,True,
12 DRESDEN 45TR81 CT H 345 KV,12 DRESDEN  45TR81 CT       H  345 KV,pano,0.529495,0.13524311002682105,reject,0.727273,0.0,1.0,0.6,True,
BUNSONVILLE-EUGENE TIE 345KV L/O DUMONT-GREENTOWN 765KV,156 CHER_345 KV_TR82CT-P:345L17101 Wempletown-Rockdale 345 kV Tie Line,dayzer,0.349167,0.17117254269591062,reject,0.133333,0.0,1.0,0.125,True,
BUNSONVILLE-EUGENE TIE 345KV L/O DUMONT-GREENTOWN 765KV,Greentown 765/138 TX1 l/o Dumont-Greentown 765+Greentown TX2,pano,0.534359,0.8554464011676262,medium_high,0.461538,1.0,0.0,0.533333,True,
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,DARLEYRD_69 KV_DAR-NAA:L230.Linwood-Post.220-97A,dayzer,0.515,0.3921358465602448,reject,0.5,0.0,1.0,0.4,True,
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),pano,0.895417,0.9928315160683743,high,0.8,1.0,1.0,0.875,False,
12 DRESDEN 45TR81 CT H 345 KV,77 MAZON_138 KV_0108 2:345/138.12 Dresden.TR83,dayzer,0.207937,0.26020166614661266,reject,0.285714,0.0,0.0,0.222222,True,
12 DRESDEN 45TR81 CT H 345 KV,12 DRESDEN  45TR83 CT       H  345 KV,pano,0.76369,0.6823590174544979,uncertain,0.75,0.666667,1.0,0.857143,False,
ARMCO_1C138 KV  ARM-TP5,CAMDEN2_138 KV_CAM-HEN1:L138.Galion-GM.T-GM.M-Ontario-Cairns-Arm-Longview,dayzer,0.243015,0.5162392040174276,uncertain,0.125,0.0,1.0,0.117647,True,
ARMCO_1C138 KV  ARM-TP5,ARMCO_1C138 KV  ARM-TP5,pano,0.668571,0.9147268707724513,high,1.0,0.0,1.0,0.8,True,
IRONWOOD-NLEBNON IRO-NLE    A  230 KV,IRONWOOD_230 KV_IRO-SLE:ACTUAL,dayzer,0.515,0.33261297328846523,reject,0.5,0.0,1.0,0.4,True,
IRONWOOD-NLEBNON IRO-NLE    A  230 KV,IRONWOOD 230KV - NLEBNON 230KV (IRONWOOD 230 KV IRO-NLE),pano,0.937821,0.9978248254620332,high,0.888889,1.0,1.0,0.923077,False,
HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,dayzer,0.767143,0.6542314478212191,uncertain,0.857143,0.0,1.0,0.6,False,
HOWARD2 138 KV  HOW-MEL1,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),pano,0.855357,0.825570496637392,medium_high,0.75,1.0,1.0,0.857143,False,
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER,66 E FRN_345 KV_TR83CT-P:L345.University Park North-Olive.97008,dayzer,0.538772,0.4973161692886892,reject,0.533333,0.0,1.0,0.421053,True,
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER,66 E FRN 345KV - 66 E FRN 1KV (66 E FRN 345 KV TR83CT-P),pano,0.8275,0.9950242120764157,high,0.666667,1.0,1.0,0.8,False,
CEDARGRO_230KVCED-CLIK_1_LN,BELLEAU3_138 KV_LN 2656:Labadie - Montgomery 345kV,dayzer,0.159829,0.2686849729717141,reject,0.222222,0.0,0.0,0.153846,True,
CEDARGRO_230KVCED-CLIK_1_LN,CEDARGRO 230KV - CLIF PS 230KV (CEDARGRO 230 KV CED-CLIK),pano,0.513333,0.9051970213749471,high,0.4,1.0,0.0,0.666667,True,
BLACKWEL138 KV  BK1,CHEOAHH4_161 KV_BK1:ACTUAL,dayzer,0.326667,0.26425850307121124,reject,0.4,0.0,0.0,0.666667,True,
BLACKWEL138 KV  BK1,ESAYRE 115KV - ESAYRE 34.5KV (ESAYRE 115 KV BK1),pano,0.1825,0.1697910731249629,reject,0.333333,0.0,0.0,0.4,True,
HOPEWEL4-CHESTER4 228A      B  230 KV,HOPEWEL4_230 KV_228A:L500.Carson-Midlothian.563,dayzer,0.511364,0.4916734259522322,reject,0.5,0.0,1.0,0.363636,True,
HOPEWEL4-CHESTER4 228A      B  230 KV,HOPEWEL4 230KV - CHESTER4 230KV (HOPEWEL4 230 KV 228A),pano,0.901868,0.9396499851847612,high,0.857143,1.0,1.0,0.923077,False,
113 WATE 138 KV 113 WATE-11323 11323 2,113 WATE_138 KV_11301:ACTUAL,dayzer,0.555,0.17961998611266292,reject,0.5,0.0,1.0,0.8,True,
113 WATE 138 KV 113 WATE-11323 11323 2,113 WATE138 KV  11323 Z1,pano,0.401786,0.053232898468559005,reject,0.5,0.0,1.0,0.285714,True,
BATTLEBO115 KV  1001A,BATTLEBO115 KV 1001A L500.Clover-Rawlings.556 Clover.U2,dayzer,0.529545,0.5605209552367452,uncertain,0.5,0.0,1.0,0.545455,True,
BATTLEBO115 KV  1001A,BATTLEBO115 KV  1001A,pano,0.97,0.9877043368033819,high,1.0,1.0,1.0,1.0,False,1.0
THELMA 69 KV THE-THE1,THELMA_138 KV_THE-BUS1:L765.Culloden-Wyoming,dayzer,0.205714,0.643078929677495,uncertain,0.285714,0.0,0.0,0.2,True,
THELMA 69 KV THE-THE1,THELMA 69KV - THELMAEK 69KV (THELMA 69 KV THE-THE1),pano,0.821667,0.9339705201221814,high,0.666667,1.0,1.0,0.833333,False,
EDISON2-GRAVLPIT EDI-GRA    B  138 KV,EDISON2_138 KV_EDI-OLI1:345/138.Twinbranch.6 & 7,dayzer,0.511364,0.25979666969730775,reject,0.5,0.0,1.0,0.363636,True,0.0
EDISON2-GRAVLPIT EDI-GRA    B  138 KV,EDISON2-GRAVLPIT EDI-GRA    B  138 KV,pano,0.986364,0.9547108205579767,high,1.0,1.0,1.0,1.0,False,
EARLEYS -AHOSKIE  136A      A  115 KV,CLBHOUSE_230 KV_TX1:L230.Earleys-Suffolk.246,dayzer,0.180682,0.279819520104917,reject,0.25,0.0,0.0,0.181818,True,
EARLEYS -AHOSKIE  136A      A  115 KV,EARLEYS 115KV - AHOSKIE 115KV (EARLEYS 115 KV 136A),pano,0.915201,0.8090266002680089,medium_high,0.857143,1.0,1.0,0.923077,True,
KEENMOUN138 KV  KEE-WHI,WHITESTO_345 KV_WHI-GUI1:345/138.Petersburg.E,dayzer,0.184722,0.2587284583501417,reject,0.25,0.0,0.0,0.222222,True,
KEENMOUN138 KV  KEE-WHI,LINE    230 KV  ROS-WHI,pano,0.200192,0.6479590724345391,uncertain,0.4,0.0,0.0,0.25,True,
NELSON-ELECTRIC JUNCTION (15502) L/O BYRON-CHERRY VALLEY (0621),6 BYRON_345 KV_621:L345.Nelson-Electric Junction.15502,dayzer,0.504762,0.8048793660154975,medium_high,0.666667,0.0,0.0,0.714286,True,
NELSON-ELECTRIC JUNCTION (15502) L/O BYRON-CHERRY VALLEY (0621),Wempletown 345/138 kV TR84 l/o Byron-Cherry Valley 0621 345 kV,pano,0.612217,0.7085281605436242,uncertain,0.615385,1.0,0.0,0.705882,True,
KEENEY  138 KV  13822,KEENEY_138 KV_13822:L230.Harmony-Keeney.23013,dayzer,0.515,0.8429900777392358,medium_high,0.5,0.0,1.0,0.4,True,
KEENEY  138 KV  13822,KEENEY  500 KV  AT50,pano,0.339286,0.1153140133734408,reject,0.666667,0.0,0.0,0.5,True,
LAYMAN 138 KV LAYMAN-WOLFCREE 86,LAYMAN_138 KV_LAY-WOL:L500.Harrison-Pruntytown.526,dayzer,0.58,0.5379551482674849,uncertain,0.6,0.0,1.0,0.4,True,
LAYMAN 138 KV LAYMAN-WOLFCREE 86,WOLFCREE 138KV - LAYMAN 138KV (LAYMAN 138 KV LAY-WOL),pano,0.933083,0.9401743360782463,high,0.888889,1.0,1.0,0.947368,False,
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512,COLONIAL_115 KV_COL-ROC2:L500.Brighton-Conastone,dayzer,0.5125,0.25797099896826986,reject,0.5,0.0,1.0,0.375,True,
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512,ROCKRIDG 115KV - COLONIAL 115KV (COLONIAL 115 KV COL-ROC2),pano,0.757297,0.6641323973390362,uncertain,0.545455,1.0,1.0,0.736842,True,
LOGTOWN 138 KV  LOG-NDEL,LOGTOWN_138 KV_LOG-NDEL:ACTUAL,dayzer,0.767143,0.6407158797918516,uncertain,0.857143,0.0,1.0,0.6,False,
LOGTOWN 138 KV  LOG-NDEL,LOGTOWN 138KV - NDELPHOS 138KV (LOGTOWN 138 KV LOG-NDEL),pano,0.86369,0.8253027989631349,medium_high,0.75,1.0,1.0,0.857143,False,
CRES_DUQ_138KVCRE-MTN_1_LN,CRES DUQ_138 KV_CRE-HOP:ACTUAL,dayzer,0.288571,0.39035486395724106,reject,0.4,0.0,0.0,0.285714,True,
CRES_DUQ_138KVCRE-MTN_1_LN,CRES DUQ 138KV - MT NEBO 138KV (CRES DUQ 138 KV CRE-MTN),pano,0.57,0.9422646993189745,high,0.5,1.0,0.0,0.7,True,
116 GOOD-900 ELWO 11622     B  345 KV,116 GOOD 345-900 ELWO 345,dayzer,0.707143,0.9663487247386773,high,1.0,0.0,0.0,0.571429,True,
116 GOOD-900 ELWO 11622     B  345 KV,116 GOOD 345KV - 900 ELWO 345KV (116 GOOD 345 KV 11620),pano,0.888788,0.5413771171510078,uncertain,0.8,1.0,1.0,0.909091,True,
42 ROUND138 KV 1607 2,KRENDALE_138 KV_KRE-SEN:L500.Keystone-SouthBend.5001(513),dayzer,0.15,0.10073321255152853,reject,0.0,0.0,1.0,0.0,True,
42 ROUND138 KV 1607 2,42 ROUND 138KV - 1607 138KV (42 ROUND 138 KV 1607 2),pano,0.503571,0.468160729047175,reject,0.0,1.0,1.0,0.571429,True,
SHADEGAP115 KV SHA-THR,SHADEGAP_115 KV_SHA-THR:500/230.Hunterstown.T1,dayzer,0.515,0.30183037208151253,reject,0.5,0.0,1.0,0.4,True,
SHADEGAP115 KV SHA-THR,SHADEGAP115 KV  SHA-THR,pano,0.922955,0.8981063371765601,medium_high,1.0,0.8,1.0,0.909091,False,
CHESWICK138 KV  CHE-SPR,CHESWICK_138 KV_CHE-SPR:500/230.Conastone.500-4,dayzer,0.571429,0.30468988699708766,reject,0.571429,0.0,1.0,0.5,True,
CHESWICK138 KV  CHE-SPR,LINE    138 KV  CHE-SPR,pano,0.548462,0.11924060997928725,reject,0.8,0.0,1.0,0.461538,True,
ETOWANDA230 KV  ETO-SCO,ETOWANDA_230 KV_ETO-SCO:ACTUAL,dayzer,0.575974,0.3753184484924723,reject,0.571429,0.0,1.0,0.545455,True,
